Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2021,Montgomery,OH,Passenger,0,1,1,56,57,1.75
07-31-23,Whitman,WA,Truck,5,0,5,"8.0,631","8.0,636",0.06
01-31-20,Maricopa,AZ,Passenger,7,9,16,1.000000000,"1.0,586",1.01
11-30-19,Polk,FL,Passenger,1,0,1,73,74,1.35
03-31-20,Suffolk,VA,Passenger,1,0,1,123,124,0.81
09-30-20,Clark,WA,Passenger,"2.0,174",1.0000098,"0.0,272","0.0,312","321.0,584",1.02
08-31-22,Walla Walla,WA,Passenger,179,103,282,"35.0,796",36.0000078,0.78
07-31-17,Morris,NJ,Passenger,1,0,1,25,26,3.85
06-30-19,District of Columbia,DC,Passenger,1,1,2,203,205,0.98
04-30-22,Manassas,VA,Passenger,0,1,1,7,8,12.50
05-31-19,Pend Oreille,WA,Passenger,4,5,9,"9.0,534","9.0,543",0.09
February 28 2019,Norfolk,VA,Passenger,2,2,4,349,353,1.13
February 29 2020,Montgomery,OH,Passenger,0,1,1,49,50,2.00
10-31-21,Philadelphia,PA,Passenger,1,0,1,44,45,2.22
01-31-24,Cumberland,NC,Passenger,1,3,4,278,282,1.42
February 29 2024,Orange,NC,Passenger,0,1,1,3,4,25.00
07-31-17,Whatcom,WA,Truck,2,0,2,"0.0,662","41.0,664",0.00
12-31-22,Whitman,WA,Passenger,110,67,177,"0.0,923",22.000000000,0.80
07-31-20,Chelan,WA,Passenger,240,82,322,"0.0,226","54.0,548",0.59
08-31-20,Jefferson,NY,Passenger,0,1,1,210,211,0.47
07-31-23,Middlesex,MA,Passenger,2,1,3,70,73,4.11
February 29 2024,Plaquemines,LA,Passenger,1,1,2,15,17,11.76
06-30-18,Kent,MI,Passenger,0,1,1,27,28,3.57
08-31-23,Sacramento,CA,Truck,1,0,1,31,32,3.12
09-30-21,Okanogan,WA,Passenger,67,44,111,"26.0,531","0.0,642",0.42
05-31-17,Marion,OR,Passenger,1,0,1,178,179,0.56
12-31-19,Fairfax,VA,Passenger,5,2,7,764,771,0.91
01-31-23,Yakima,WA,Truck,8,0,8,"61.0,164","0.0,172",0.01
06-30-21,El Dorado,CA,Passenger,1,0,1,35,36,2.78
06-30-23,Lee,AL,Passenger,1,0,1,14,15,6.67
12-31-23,Thurston,WA,Truck,91,0,91,"52.0,851","0.0,942",0.17
February 28 2017,Contra Costa,CA,Passenger,1,0,1,647,648,0.15
04-30-22,Sarasota,FL,Passenger,2,0,2,33,35,5.71
11-30-17,Whatcom,WA,Passenger,524,214,738,"144.0,634","0.0,372",0.51
04-30-20,Boulder,CO,Passenger,1,1,2,47,49,4.08
08-31-23,Cochise,AZ,Passenger,1,0,1,52,53,1.89
February 29 2024,James City,VA,Passenger,1,0,1,35,36,2.78
12-31-23,Sacramento,CA,Passenger,1,1,2,135,137,1.46
06-30-17,Tulare,CA,Passenger,1,0,1,199,200,0.50
09-30-22,Kittitas,WA,Passenger,290,91,381,"29.0,598","29.0,979",1.27
04-30-19,Kittitas,WA,Passenger,71,35,106,"29.0,487","29.0,593",0.36
09-30-19,Alexandria,VA,Passenger,1,0,1,142,143,0.70
04-30-21,St. Louis,MO,Passenger,1,0,1,92,93,1.08
01-31-19,Richland,SC,Passenger,0,1,1,165,166,0.60
08-31-23,Boulder,CO,Passenger,2,0,2,29,31,6.45
07-31-20,Wilson,TX,Passenger,0,1,1,6,7,14.29
08-31-20,King,WA,Passenger,"25.0,168","0.0,812",32.000000000,"1,370,354","1,403,334",2.35
07-31-17,Skagit,WA,Truck,1,0,1,"0.0,482","31.0,483",0.00
11-30-23,San Juan,WA,Truck,22,0,22,"5.0,855","5.0,877",0.37
February 28 2017,Asotin,WA,Truck,0,0,0,"6.0,475","6.0,475",0.00
February 28 2022,Lewis,WA,Truck,0,0,0,26.00000001,26.00000001,0.00
05-31-19,Deschutes,OR,Passenger,3,0,3,165,168,1.79
05-31-22,Santa Clara,CA,Passenger,12,1,13,250,263,4.94
01-31-20,Maui,HI,Passenger,2,0,2,41,43,4.65
03-31-21,Marion,IA,Passenger,1,0,1,1,2,50.00
06-30-19,Guadalupe,TX,Passenger,1,0,1,78,79,1.27
February 28 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
03-31-18,DeKalb,GA,Passenger,1,0,1,83,84,1.19
03-31-19,Los Angeles,CA,Passenger,5,5,10,"1.0,113","0.0,123",0.89
06-30-20,Cumberland,NC,Passenger,0,3,3,475,478,0.63
05-31-20,Franklin,WA,Truck,0,0,0,"19.0,863","19.0,863",0.00
01-31-22,Gwinnett,GA,Passenger,1,0,1,59,60,1.67
11-30-19,Hawaii,HI,Passenger,1,0,1,60,61,1.64
07-31-17,Flathead,MT,Passenger,1,0,1,61,62,1.61
07-31-20,Jefferson,WA,Passenger,249,142,391,"0.0,732","0.0,123",1.56
11-30-19,Stevens,WA,Truck,0,0,0,"18.0,794","18.0,794",0.00
09-30-17,Lincoln,WA,Passenger,2,6,8,"0.0,562",7.000000000,0.11
06-30-23,Wahkiakum,WA,Passenger,26,17,43,3.0000036,3.0000079,1.40
05-31-18,Okanogan,WA,Truck,0,0,0,"16.0,411","16.0,411",0.00
01-31-24,Bartow,GA,Passenger,0,1,1,3,4,25.00
11-30-21,Onslow,NC,Passenger,0,1,1,173,174,0.57
07-31-23,Burlington,NJ,Passenger,2,2,4,89,93,4.30
07-31-18,Prince George,VA,Passenger,0,1,1,75,76,1.32
06-30-19,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
05-31-17,Wahkiakum,WA,Truck,0,0,0,"1.0,643","1.0,643",0.00
09-30-22,Napa,CA,Passenger,0,1,1,13,14,7.14
04-30-23,Essex,NJ,Passenger,2,0,2,9,11,18.18
04-30-19,Clark,WA,Truck,0,0,0,80.0000094,80.0000094,0.00
06-30-21,Jefferson,WA,Passenger,330,184,514,"24.0,875","25.0,389",2.02
February 28 2022,Pacific,WA,Passenger,58,65,123,16.0000015,"16.0,138",0.76
11-30-20,Prince William,VA,Passenger,2,3,5,224,229,2.18
09-30-22,St. Louis,MO,Passenger,2,0,2,61,63,3.17
06-30-18,Garfield,WA,Truck,0,0,0,949,949,0.00
08-31-21,Richmond,NY,Passenger,1,0,1,6,7,14.29
11-30-20,Skagit,WA,Truck,1,0,1,32.00000006,32.00000007,0.00
08-31-21,Kern,CA,Passenger,0,1,1,208,209,0.48
05-31-19,Cumberland,NC,Passenger,0,2,2,516,518,0.39
09-30-21,Montgomery,TN,Passenger,1,0,1,236,237,0.42
03-31-18,Canyon,ID,Passenger,0,1,1,96,97,1.03
05-31-21,Skamania,WA,Truck,0,0,0,"0.0,027","0.0,027",0.00
12-31-20,Lewis,WA,Truck,0,0,0,"0.0,622","0.0,622",0.00
06-30-18,Skagit,WA,Passenger,206,166,372,"90.0,481","90.0,853",0.41
07-31-19,Mason,WA,Passenger,127,124,251,47.00000003,"47.0,554",0.53
February 29 2024,Maricopa,AZ,Passenger,5,2,7,521,528,1.33
01-31-22,,,Passenger,5,2,7,317,324,2.16
04-30-22,Bexar,TX,Passenger,3,4,7,483,490,1.43
04-30-20,Denton,TX,Passenger,1,0,1,94,95,1.05
06-30-19,Klamath,OR,Passenger,1,0,1,40,41,2.44
09-30-23,Mason,WA,Passenger,498,216,714,46.0000059,"46.0,773",1.53
08-31-20,Fulton,GA,Passenger,1,2,3,101,104,2.88
09-30-22,Platte,MO,Passenger,1,0,1,24,25,4.00
06-30-22,Grant,WA,Passenger,175,99,274,"66.0,763",67.0000037,0.41
06-30-23,Pierce,WA,Truck,164,0,164,"0.0,223","137.0,387",0.12
07-31-22,Adams,WA,Truck,1,0,1,"5.0,456","5.0,457",0.02
09-30-17,Marin,CA,Passenger,1,0,1,58,59,1.69
February 29 2024,Albemarle,VA,Passenger,2,0,2,14,16,12.50
06-30-18,Santa Rosa,FL,Passenger,1,0,1,98,99,1.01
08-31-18,Wahkiakum,WA,Passenger,1,1,2,"2.0,959","2.0,961",0.07
03-31-18,Walla Walla,WA,Truck,0,0,0,"0.0,312","0.0,312",0.00
07-31-18,Cowlitz,WA,Truck,0,0,0,"28.0,557","28.0,557",0.00
05-31-21,Montgomery,MD,Passenger,2,1,3,233,236,1.27
06-30-21,Grays Harbor,WA,Truck,0,0,0,"21.0,446","21.0,446",0.00
10-31-21,Harrison,MS,Passenger,2,0,2,54,56,3.57
03-31-19,Middlesex,MA,Passenger,1,1,2,119,121,1.65
07-31-19,Charleston,SC,Passenger,1,0,1,120,121,0.83
08-31-20,Rogers,OK,Passenger,1,0,1,5,6,16.67
12-31-23,Benton,WA,Passenger,"1.0,378",638,2.0000016,134.0000076,"0.0,092",1.48
12-31-17,Stevens,WA,Truck,0,0,0,"18.0,374","18.0,374",0.00
10-31-20,Columbia,WA,Truck,0,0,0,"1.0,531","1.0,531",0.00
04-30-22,Denton,TX,Passenger,2,0,2,65,67,2.99
06-30-18,Manatee,FL,Passenger,1,0,1,38,39,2.56
12-31-22,Lee,FL,Passenger,1,0,1,32,33,3.03
04-30-20,Williams,ND,Passenger,0,1,1,13,14,7.14
09-30-22,Fairfax,VA,Truck,1,0,1,106,107,0.93
10-31-19,Cowlitz,WA,Passenger,112,106,218,"73.0,557","73.0,775",0.30
February 28 2019,Okanogan,WA,Truck,0,0,0,"16.0,469","16.0,469",0.00
February 28 2021,Hudson,NJ,Passenger,1,0,1,41,42,2.38
03-31-19,Kern,CA,Passenger,0,1,1,227,228,0.44
01-31-21,Anchorage,AK,Passenger,1,0,1,151,152,0.66
06-30-22,Dorchester,SC,Passenger,1,0,1,66,67,1.49
04-30-18,Tulsa,OK,Passenger,0,1,1,49,50,2.00
04-30-23,Richmond,NY,Passenger,1,0,1,4,5,20.00
01-31-24,Klickitat,WA,Passenger,185,75,260,"0.0,822","0.0,082",1.72
01-31-24,Adams,WA,Passenger,31,14,45,"12.0,855",12.000000000,0.35
09-30-23,Norfolk,VA,Passenger,1,2,3,257,260,1.15
09-30-22,Lewis,WA,Truck,1,0,1,"26.0,338","26.0,339",0.00
03-31-23,Klickitat,WA,Truck,6,0,6,"0.0,286","0.0,292",0.07
12-31-23,Lincoln,WA,Truck,0,0,0,"4.0,735","4.0,735",0.00
10-31-19,Lake,FL,Passenger,1,0,1,23,24,4.17
09-30-23,DeKalb,GA,Passenger,2,0,2,36,38,5.26
February 29 2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69
10-31-20,Clark,WA,Truck,0,0,0,"0.0,142","0.0,142",0.00
07-31-22,Columbia,WA,Truck,0,0,0,"1.0,577","1.0,577",0.00
10-31-18,Sangamon,IL,Passenger,1,0,1,11,12,8.33
11-30-19,Sangamon,IL,Passenger,1,0,1,5,6,16.67
10-31-22,Pend Oreille,WA,Passenger,18,12,30,"8.0,995","0.0,025",0.33
05-31-23,Yuba,CA,Passenger,1,0,1,52,53,1.89
08-31-17,Asotin,WA,Passenger,8,5,13,"12.0,438","12.0,451",0.10
08-31-21,Lake,IL,Passenger,2,0,2,170,172,1.16
01-31-23,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
10-31-20,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
11-30-19,Benton,WA,Passenger,309,308,617,135.0000081,"135.0,698",0.45
04-30-20,Lee,FL,Passenger,1,0,1,51,52,1.92
09-30-18,Douglas,NE,Passenger,0,1,1,71,72,1.39
04-30-23,,,Passenger,5,0,5,267,272,1.84
03-31-20,Dakota,MN,Passenger,0,1,1,31,32,3.12
01-31-20,Kootenai,ID,Passenger,1,1,2,232,234,0.85
12-31-23,Galveston,TX,Passenger,0,1,1,13,14,7.14
07-31-20,Cowlitz,WA,Passenger,146,117,263,"0.0,224","72.0,487",0.36
01-31-24,Ventura,CA,Passenger,3,2,5,179,184,2.72
04-30-18,Pacific,WA,Truck,0,0,0,"7.0,595","7.0,595",0.00
06-30-18,Hawaii,HI,Passenger,1,0,1,74,75,1.33
01-31-20,Cochise,AZ,Passenger,0,1,1,103,104,0.96
11-30-22,Allegheny,PA,Passenger,1,0,1,61,62,1.61
08-31-22,Kittitas,WA,Passenger,284,88,372,"29.0,593","29.0,965",1.24
10-31-22,Garfield,WA,Passenger,1,3,4,1.00000008,"0.0,312",0.30
February 29 2024,King,WA,Truck,"1.0,164",2,"1.0,166","165.0,834",167.000000000,0.70
February 29 2020,Guadalupe,TX,Passenger,1,0,1,71,72,1.39
07-31-21,Chelan,WA,Truck,0,0,0,23.0000093,23.0000093,0.00
12-31-22,Lincoln,WA,Truck,0,0,0,"4.0,841","4.0,841",0.00
03-31-22,Suffolk,VA,Passenger,1,0,1,120,121,0.83
11-30-17,Mercer,NJ,Passenger,0,1,1,18,19,5.26
06-30-23,Houston,GA,Passenger,1,0,1,29,30,3.33
10-31-19,Clark,WA,Truck,0,0,0,"81.0,141","81.0,141",0.00
10-31-21,Spokane,WA,Truck,0,0,0,"0.0,532","0.0,532",0.00
12-31-22,Klickitat,WA,Truck,4,0,4,"0.0,234","0.0,238",0.05
08-31-23,Adams,WA,Passenger,25,12,37,13.0000078,"13.0,115",0.28
10-31-23,Solano,CA,Passenger,5,0,5,126,131,3.82
05-31-20,Albemarle,VA,Passenger,1,0,1,22,23,4.35
01-31-18,Portsmouth,VA,Passenger,0,1,1,70,71,1.41
04-30-20,Osceola,FL,Passenger,1,0,1,42,43,2.33
04-30-22,Maricopa,AZ,Passenger,7,4,11,1.0000093,1.00000004,1.00
February 28 2018,Saratoga,NY,Passenger,1,1,2,67,69,2.90
04-30-17,King,WA,Truck,8,1,9,"0.0,921",188.000000000,0.00
08-31-18,Whatcom,WA,Truck,2,0,2,"42.0,395","42.0,397",0.00
February 29 2020,Shasta,CA,Passenger,1,0,1,39,40,2.50
01-31-22,Columbia,WA,Passenger,6,2,8,2.000000000,"2.0,458",0.33
05-31-22,Sacramento,CA,Passenger,2,1,3,223,226,1.33
February 28 2021,Milwaukee,WI,Passenger,1,0,1,45,46,2.17
09-30-22,Marion,IA,Passenger,1,0,1,0,1,100.00
01-31-18,Mason,WA,Passenger,65,75,140,"44.0,969",45.00000009,0.31
03-31-20,Maricopa,AZ,Passenger,7,9,16,"0.0,552","1.0,568",1.02
February 29 2024,Okanogan,WA,Truck,10,0,10,"15.0,655","15.0,665",0.06
05-31-17,Hawaii,HI,Passenger,1,0,1,88,89,1.12
12-31-18,Portsmouth,VA,Passenger,0,1,1,82,83,1.20
11-30-17,Norfolk,VA,Passenger,1,1,2,311,313,0.64
01-31-20,Shelby,TN,Passenger,0,1,1,100,101,0.99
06-30-19,Larimer,CO,Passenger,1,0,1,56,57,1.75
11-30-23,Burlington,NJ,Passenger,2,2,4,84,88,4.55
11-30-23,Denton,TX,Passenger,1,0,1,29,30,3.33
11-30-17,St. Lucie,FL,Passenger,1,0,1,26,27,3.70
February 28 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
11-30-21,Yakima,WA,Passenger,272,167,439,"0.0,582","0.0,021",0.26
07-31-23,Okanogan,WA,Passenger,129,65,194,26.00000006,26.000000000,0.74
04-30-21,Pima,AZ,Passenger,2,1,3,310,313,0.96
12-31-19,Monterey,CA,Passenger,0,1,1,186,187,0.53
11-30-20,Garfield,WA,Truck,0,0,0,995,995,0.00
03-31-17,Cowlitz,WA,Truck,0,0,0,27.00000003,27.00000003,0.00
05-31-18,Nueces,TX,Passenger,1,1,2,91,93,2.15
09-30-23,Monterey,CA,Passenger,0,3,3,114,117,2.56
03-31-23,Skagit,WA,Passenger,"0.0,022",383,1.00000005,"0.0,122","0.0,527",1.55
12-31-22,Clark,WA,Passenger,"4.0,919","0.0,025","6.0,944","314.0,671","321.0,615",2.16
07-31-21,Jefferson,NY,Passenger,0,1,1,222,223,0.45
09-30-18,Sacramento,CA,Passenger,0,1,1,320,321,0.31
05-31-23,Mason,WA,Truck,10,0,10,"0.0,728","20.0,738",0.05
10-31-21,Solano,CA,Passenger,1,0,1,178,179,0.56
11-30-21,Carroll,MD,Passenger,0,1,1,17,18,5.56
04-30-23,Hamilton,OH,Passenger,1,0,1,31,32,3.12
09-30-22,Cowlitz,WA,Passenger,368,180,548,"70.0,311","70.0,859",0.77
08-31-17,Virginia Beach,VA,Passenger,2,1,3,640,643,0.47
01-31-18,Garfield,WA,Passenger,1,0,1,"0.0,329",1.000000000,0.08
03-31-20,Columbia,OR,Passenger,1,0,1,27,28,3.57
12-31-23,Caddo,LA,Passenger,2,0,2,8,10,20.00
03-31-19,Skamania,WA,Truck,0,0,0,4.0000016,4.0000016,0.00
03-31-20,Orange,CA,Passenger,7,2,9,524,533,1.69
12-31-18,Tulsa,OK,Passenger,1,1,2,51,53,3.77
01-31-17,Morris,NJ,Passenger,1,0,1,23,24,4.17
February 28 2023,Yellowstone,MT,Passenger,0,1,1,14,15,6.67
09-30-18,Island,WA,Truck,0,0,0,21.0000087,21.0000087,0.00
06-30-17,Mason,WA,Truck,0,0,0,"0.0,267","0.0,267",0.00
February 29 2024,Bexar,TX,Passenger,0,3,3,307,310,0.97
06-30-20,Cowlitz,WA,Truck,0,0,0,"28.0,863","28.0,863",0.00
03-31-20,El Paso,TX,Passenger,3,0,3,444,447,0.67
12-31-21,St. Clair,IL,Passenger,1,0,1,123,124,0.81
01-31-22,Bartow,GA,Passenger,0,1,1,4,5,20.00
11-30-18,Rogers,OK,Passenger,1,0,1,7,8,12.50
12-31-19,Oldham,KY,Passenger,0,1,1,4,5,20.00
07-31-21,San Juan,WA,Passenger,443,139,582,"0.0,234","14.0,816",3.93
09-30-19,Clark,NV,Passenger,5,2,7,701,708,0.99
05-31-21,Adams,WA,Truck,0,0,0,"5.0,373","5.0,373",0.00
06-30-18,DeKalb,GA,Passenger,1,0,1,82,83,1.20
12-31-20,Columbia,WA,Truck,0,0,0,"0.0,542","0.0,542",0.00
February 29 2024,Marin,CA,Passenger,1,1,2,25,27,7.41
12-31-21,Bartow,GA,Passenger,0,1,1,4,5,20.00
01-31-18,Klickitat,WA,Passenger,24,26,50,"14.0,933","14.0,983",0.33
10-31-23,Whitman,WA,Truck,5,0,5,"0.0,626","8.0,631",0.06
09-30-18,Middlesex,MA,Passenger,0,1,1,140,141,0.71
03-31-20,Palm Beach,FL,Passenger,0,3,3,79,82,3.66
03-31-20,Ferry,WA,Passenger,5,3,8,"4.0,366","4.0,374",0.18
09-30-23,Adams,WA,Truck,3,0,3,"5.0,338","5.0,341",0.06
11-30-20,Suffolk,VA,Passenger,1,0,1,123,124,0.81
February 28 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
03-31-23,Newport News,VA,Passenger,1,0,1,107,108,0.93
04-30-19,Chelan,WA,Truck,0,0,0,"22.0,171","22.0,171",0.00
10-31-21,Honolulu,HI,Passenger,5,3,8,406,414,1.93
05-31-21,Bexar,TX,Passenger,2,4,6,563,569,1.05
08-31-22,Albemarle,VA,Passenger,3,0,3,19,22,13.64
11-30-22,San Bernardino,CA,Passenger,2,1,3,323,326,0.92
05-31-22,St. Mary's,MD,Passenger,1,0,1,194,195,0.51
February 29 2020,Lee,FL,Passenger,1,0,1,52,53,1.89
01-31-22,Salt Lake,UT,Passenger,1,1,2,163,165,1.21
February 28 2017,Ferry,WA,Truck,0,0,0,"0.0,562","0.0,562",0.00
February 28 2018,Ferry,WA,Truck,0,0,0,"0.0,528","0.0,528",0.00
09-30-23,Benton,WA,Passenger,"0.0,265",612,"1.0,877","0.0,023",136.000000000,1.37
05-31-19,Skagit,WA,Passenger,292,200,492,"91.0,693","92.0,185",0.53
03-31-20,Ada,ID,Passenger,0,1,1,301,302,0.33
February 28 2023,Prince William,VA,Passenger,1,2,3,176,179,1.68
05-31-22,Tarrant,TX,Passenger,2,0,2,128,130,1.54
03-31-22,Wake,NC,Passenger,1,0,1,107,108,0.93
09-30-19,Stevens,WA,Passenger,27,28,55,"31.0,654",31.00000009,0.17
12-31-22,Douglas,WA,Passenger,168,58,226,28.000000000,"28.0,716",0.79
February 28 2023,Garfield,WA,Passenger,1,3,4,"1.0,311","1.0,315",0.30
01-31-17,Whitman,WA,Truck,0,0,0,8.00000004,8.00000004,0.00
09-30-22,Norfolk,VA,Passenger,3,3,6,285,291,2.06
08-31-22,Portsmouth,VA,Passenger,0,1,1,84,85,1.18
February 28 2017,Douglas,OR,Passenger,0,1,1,79,80,1.25
February 28 2022,Plaquemines,LA,Passenger,0,1,1,19,20,5.00
12-31-18,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
01-31-22,El Paso,CO,Passenger,3,0,3,678,681,0.44
February 28 2019,Grant,WA,Truck,0,0,0,26.000000000,26.000000000,0.00
11-30-18,Ada,ID,Passenger,0,2,2,325,327,0.61
07-31-17,Garfield,WA,Passenger,0,0,0,"0.0,296","0.0,296",0.00
04-30-23,Rock Island,IL,Passenger,0,1,1,13,14,7.14
08-31-17,Skamania,WA,Passenger,10,7,17,"8.0,569","8.0,586",0.20
10-31-17,Lane,OR,Passenger,0,1,1,217,218,0.46
11-30-21,Sonoma,CA,Passenger,0,1,1,94,95,1.05
06-30-23,Island,WA,Truck,32,0,32,21.0000055,21.0000087,0.15
01-31-23,Whatcom,WA,Truck,37,0,37,"42.0,974",43.0000011,0.09
10-31-18,St. Clair,IL,Passenger,0,1,1,166,167,0.60
11-30-22,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
03-31-17,Los Angeles,CA,Passenger,2,1,3,"0.0,382","1.0,385",0.22
08-31-20,Whatcom,WA,Truck,3,0,3,"0.0,274","0.0,277",0.01
February 29 2024,Orange,FL,Passenger,1,0,1,39,40,2.50
03-31-18,Columbia,WA,Truck,0,0,0,"0.0,532","0.0,532",0.00
08-31-17,Hamilton,TN,Passenger,1,0,1,20,21,4.76
09-30-23,Skagit,WA,Truck,27,0,27,"0.0,672","31.0,699",0.09
01-31-23,Newport,RI,Passenger,0,1,1,60,61,1.64
03-31-22,Collin,TX,Passenger,3,0,3,105,108,2.78
11-30-21,Orange,CA,Passenger,5,2,7,422,429,1.63
05-31-22,Bartow,GA,Passenger,0,1,1,4,5,20.00
05-31-19,Fairfax,VA,Passenger,4,2,6,789,795,0.75
12-31-19,Washington,OR,Passenger,1,0,1,464,465,0.22
06-30-23,Alexandria,VA,Passenger,3,1,4,87,91,4.40
09-30-19,Kent,MI,Passenger,0,1,1,25,26,3.85
06-30-21,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
01-31-19,Williamson,TX,Passenger,0,1,1,154,155,0.65
February 28 2023,Pierce,WA,Truck,111,0,111,"138.0,588","138.0,699",0.08
12-31-22,Riverside,CA,Passenger,7,0,7,429,436,1.61
10-31-23,San Diego,CA,Passenger,16,8,24,"1.0,939","1.0,963",1.22
04-30-19,Montgomery,TX,Passenger,2,0,2,64,66,3.03
09-30-18,San Diego,CA,Passenger,8,2,10,"2.0,564","2.0,574",0.39
06-30-18,El Paso,TX,Passenger,1,0,1,521,522,0.19
01-31-17,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
03-31-20,Camden,NJ,Passenger,0,2,2,20,22,9.09
05-31-22,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
01-31-22,Hennepin,MN,Passenger,3,0,3,68,71,4.23
12-31-20,Nassau,FL,Passenger,1,0,1,35,36,2.78
04-30-21,Benton,WA,Passenger,494,377,871,136.0000048,"136.0,919",0.64
11-30-22,Fairbanks North Star,AK,Passenger,0,1,1,65,66,1.52
05-31-17,Kitsap,WA,Truck,1,0,1,"52.0,376","52.0,377",0.00
10-31-20,Stevens,WA,Passenger,36,39,75,"30.0,353","0.0,428",0.25
04-30-22,Whitman,WA,Passenger,83,56,139,"0.0,022","22.0,161",0.63
10-31-22,Jefferson,NY,Passenger,1,1,2,210,212,0.94
February 28 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
09-30-19,Valencia,NM,Passenger,1,0,1,8,9,11.11
12-31-21,Jefferson,WA,Truck,0,0,0,"9.0,597","9.0,597",0.00
04-30-21,Stevens,WA,Truck,0,0,0,"18.0,871","18.0,871",0.00
04-30-18,San Juan,WA,Passenger,141,53,194,"13.0,955","14.0,149",1.37
12-31-21,Pend Oreille,WA,Passenger,18,9,27,"0.0,123",9.000000000,0.30
06-30-17,Alameda,CA,Passenger,1,1,2,369,371,0.54
11-30-20,Orange,FL,Passenger,1,0,1,122,123,0.81
February 28 2017,Guilford,NC,Passenger,1,0,1,33,34,2.94
01-31-24,Pinal,AZ,Passenger,1,0,1,61,62,1.61
04-30-22,Philadelphia,PA,Passenger,1,0,1,41,42,2.38
11-30-18,Camden,NJ,Passenger,0,1,1,26,27,3.70
11-30-18,Garfield,OK,Passenger,1,0,1,14,15,6.67
12-31-17,Kitsap,WA,Truck,1,0,1,"52.0,688","52.0,689",0.00
11-30-17,Wahkiakum,WA,Truck,0,0,0,"1.0,661","1.0,661",0.00
February 29 2024,Wahkiakum,WA,Truck,4,0,4,"1.0,695","1.0,699",0.24
08-31-19,Cumberland,NC,Passenger,0,2,2,507,509,0.39
06-30-20,Gwinnett,GA,Passenger,1,0,1,75,76,1.32
07-31-23,San Mateo,CA,Passenger,2,0,2,61,63,3.17
03-31-22,Harris,TX,Passenger,1,0,1,173,174,0.57
05-31-18,Juneau,AK,Passenger,0,1,1,46,47,2.13
06-30-19,Collier,FL,Passenger,1,0,1,19,20,5.00
10-31-19,Collier,FL,Passenger,1,0,1,19,20,5.00
03-31-19,,,Passenger,5,2,7,414,421,1.66
08-31-21,King,WA,Truck,5,1,6,"183.0,996","0.0,002",0.00
01-31-22,Arlington,VA,Passenger,1,0,1,137,138,0.72
12-31-20,Anne Arundel,MD,Passenger,1,1,2,399,401,0.50
12-31-21,Plaquemines,LA,Passenger,0,1,1,19,20,5.00
11-30-20,Okaloosa,FL,Passenger,0,1,1,143,144,0.69
12-31-22,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
01-31-18,Whatcom,WA,Passenger,548,238,786,"145.0,485","0.0,271",0.54
07-31-22,Montgomery,MD,Passenger,4,2,6,204,210,2.86
03-31-20,Pacific,WA,Truck,0,0,0,7.000000000,7.000000000,0.00
07-31-19,Mason,WA,Truck,0,0,0,20.00000005,20.00000005,0.00
07-31-23,Monterey,CA,Passenger,0,3,3,118,121,2.48
05-31-20,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
04-30-22,Carroll,MD,Passenger,0,1,1,16,17,5.88
07-31-20,Eagle,CO,Passenger,1,0,1,8,9,11.11
11-30-21,Kauai,HI,Passenger,1,0,1,19,20,5.00
04-30-17,Douglas,WA,Truck,0,0,0,11.000000000,11.000000000,0.00
09-30-17,Tarrant,TX,Passenger,1,0,1,234,235,0.43
08-31-21,Kings,CA,Passenger,1,0,1,330,331,0.30
February 28 2017,Duval,FL,Passenger,1,1,2,369,371,0.54
08-31-23,Anchorage,AK,Passenger,1,0,1,93,94,1.06
February 28 2023,Jefferson,NY,Passenger,2,1,3,198,201,1.49
12-31-18,Goochland,VA,Passenger,0,1,1,246,247,0.40
04-30-17,Travis,TX,Passenger,1,1,2,198,200,1.00
04-30-17,Deschutes,OR,Passenger,1,0,1,203,204,0.49
11-30-22,Bell,TX,Passenger,1,0,1,309,310,0.32
09-30-23,Brevard,FL,Passenger,1,0,1,52,53,1.89
10-31-21,Calvert,MD,Passenger,0,2,2,85,87,2.30
11-30-22,New Haven,CT,Passenger,0,2,2,31,33,6.06
12-31-22,Lewis,WA,Truck,1,0,1,"0.0,282","0.0,283",0.00
11-30-18,Richland,SC,Passenger,0,1,1,165,166,0.60
08-31-18,Douglas,NE,Passenger,0,1,1,73,74,1.35
09-30-23,Lincoln,OR,Passenger,0,1,1,13,14,7.14
